"dataset_SSAD_biogas_production_pkey","total_solids_pct","prairie_biomass_beef_manure_ratio","day","biogas_ml_trial_1","biogas_ml_trial_2","biogas_ml_trial_3","biogas_ml_average","methane_pct_trial_1","methane_pct_trial_2","methane_pct_trial_3","methane_pct_average","daily_methane_mean_ml","cumulative_methane_mean_ml","daily_methane_pct","cumulative_biogas_mean_ml"
368,"25","5:1",18,9.5,7.5,13.6666666666667,10.2222222222222,55.4,67.5,63.9,62.2666666666667,5.74148148148148,77.3316088888889,56.1666666666667,310.782222222222
369,"25","5:1",19,13,7.5,13.6666666666667,11.3888888888889,55.4,67.5,63.9,62.2666666666667,7.09148148148148,84.4230903703704,62.2666666666667,322.171111111111
370,"25","5:1",20,13,7.5,9.33333333333333,9.94444444444444,55.4,67.5,66.8,63.2333333333333,6.19207407407407,90.6151644444444,NA,332.115555555556
371,"25","5:1",21,12,10.6666666666667,9.33,10.6655555555556,52,66.4,66.8,61.7333333333333,6.7441862962963,97.3593507407407,63.2333333333333,342.781111111111
372,"25","5:1",22,12,10.6,9.33,10.6433333333333,52,66.4,66.8,61.7333333333333,6.57048444444444,103.929835185185,61.7333333333333,353.424444444445
373,"25","5:1",23,8,10.7,2.66666666666667,7.12222222222222,52,66.4,58.2,58.8666666666667,4.39678518518518,108.32662037037,NA,360.546666666667
374,"25","5:1",24,8,13.6666666666667,2.66666666666667,8.11111111111111,58.6,66.4,58.2,61.0666666666667,4.77474074074074,113.101361111111,58.8666666666667,368.657777777778
375,"25","5:1",25,6,13.67,2.66666666666667,7.44555555555556,58.6,66.4,58.2,61.0666666666667,4.54675259259259,117.648113703704,61.0666666666667,376.103333333333
376,"25","5:1",26,6,13.67,2.66666666666667,7.44555555555556,58.6,66.4,58.2,61.0666666666667,4.54675259259259,122.194866296296,NA,383.548888888889
377,"25","5:1",27,6.33333333333333,11,2.66666666666667,6.66666666666667,61.1,66.4,58.2,61.9,4.07111111111111,126.265977407407,NA,390.215555555556
378,"25","5:1",28,6.33,11,2.66666666666667,6.66555555555556,61.1,66.4,58.2,61.9,4.12597888888889,130.391956296296,61.9,396.881111111111
379,"25","5:1",29,6.33,11,10,9.11,61.1,29.3,41.4,43.9333333333333,5.63909,136.031046296296,NA,405.991111111111
380,"25","5:1",30,4.16666666666667,11,10,8.38888888888889,57.8,29.3,41.4,42.8333333333333,3.68551851851852,139.716564814815,43.9333333333333,414.38
381,"25","5:1",31,4.16666666666667,11,10,8.38888888888889,57.8,29.3,41.4,42.8333333333333,3.59324074074074,143.309805555556,42.8333333333333,422.768888888889
382,"25","5:1",32,4.16666666666667,16,6.5,8.88888888888889,57.8,29,48.8,45.2,3.80740740740741,147.117212962963,NA,431.657777777778
383,"25","5:1",33,4.16666666666667,16,6.5,8.88888888888889,58.8,29,48.8,45.5333333333333,4.01777777777778,151.134990740741,45.2,440.546666666667
384,"25","5:1",34,4.16666666666667,16,6.5,8.88888888888889,58.8,29,48.8,45.5333333333333,4.04740740740741,155.182398148148,45.5333333333333,449.435555555556
385,"25","5:1",35,4.16666666666667,36,6.5,15.5555555555556,58.8,53.2,48.8,53.6,7.08296296296296,162.265361111111,45.5333333333333,464.991111111111
386,"25","4:1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,"25","4:1",2,76,30,5,37,18.2,1.6,0,6.6,0,0,0,37
388,"25","4:1",3,26,12,5,14.3333333333333,47,1.4,0,16.1333333333333,0.946,0.946,6.6,51.3333333333333
389,"25","4:1",4,26,12,5,14.3333333333333,47,1.4,52.6,33.6666666666667,2.31244444444444,3.25844444444444,16.1333333333333,65.6666666666667
390,"25","4:1",5,27.5,8.5,5,13.6666666666667,47,0.5,52.6,33.3666666666667,4.60111111111111,7.85955555555556,33.6666666666667,79.3333333333333
391,"25","4:1",6,27.6,8.5,5,13.7,53.3,0.5,52.6,35.4666666666667,4.57123333333333,12.4307888888889,33.3666666666667,93.0333333333333
392,"25","4:1",7,133.5,3,5,47.1666666666667,53.3,0.5,52.6,35.4666666666667,16.7284444444444,29.1592333333333,35.4666666666667,140.2
393,"25","4:1",8,133.5,3,5,47.1666666666667,53.3,0.5,52.6,35.4666666666667,16.7284444444444,45.8876777777778,NA,187.366666666667
394,"25","4:1",9,56.5,3,5,21.5,53.3,0.5,52.6,35.4666666666667,7.62533333333333,53.5130111111111,NA,208.866666666667
395,"25","4:1",10,56.5,3,5,21.5,53.3,0.5,52.6,35.4666666666667,7.62533333333333,61.1383444444444,NA,230.366666666667
396,"25","4:1",11,30.5,3,8,13.8333333333333,53.3,0.5,33.3,29.0333333333333,4.90622222222222,66.0445666666667,NA,244.2
397,"25","4:1",12,30.5,3,8,13.8333333333333,36.5,9.4,33.3,26.4,4.01627777777778,70.0608444444444,29.0333333333333,258.033333333333
398,"25","4:1",13,1.5,10,8,6.5,36.5,9.4,33.3,26.4,1.716,71.7768444444444,26.4,264.533333333333
399,"25","4:1",14,1.5,10,11.6666666666667,7.72222222222222,36.5,9.4,27.3,24.4,2.03866666666667,73.8155111111111,NA,272.255555555556
400,"25","4:1",15,1,3,11.67,5.22333333333333,36.2,10.8,27.3,24.7666666666667,1.27449333333333,75.0900044444444,24.4,277.478888888889
401,"25","4:1",16,1,3,11.67,5.22333333333333,36.2,10.8,27.3,24.7666666666667,1.29364555555556,76.38365,24.7666666666667,282.702222222222
402,"25","4:1",17,1,3,9,4.33333333333333,36.2,10.8,17.8,21.6,1.07322222222222,77.4568722222222,NA,287.035555555556
403,"25","4:1",18,1,3,9,4.33333333333333,52.1,58.4,17.8,42.7666666666667,0.936,78.3928722222222,21.6,291.368888888889
404,"25","4:1",19,1,3,9,4.33333333333333,52.1,58.4,17.8,42.7666666666667,1.85322222222222,80.2460944444445,42.7666666666667,295.702222222222
405,"25","4:1",20,1,3,9.33333333333333,4.44444444444444,52.1,58.4,50.9,53.8,1.90074074074074,82.1468351851852,NA,300.146666666667
406,"25","4:1",21,1,6.66666666666667,9.33,5.66555555555556,32.3,21.4,50.9,34.8666666666667,3.04806888888889,85.1949040740741,53.8,305.812222222222
407,"25","4:1",22,1,6.67,9.33,5.66666666666667,32.3,21.4,50.9,34.8666666666667,1.97577777777778,87.1706818518519,34.8666666666667,311.478888888889
408,"25","4:1",23,10.5,6.67,4.5,7.22333333333333,32.3,21.4,57.6,37.1,2.51853555555556,89.6892174074074,NA,318.702222222222
409,"25","4:1",24,10.5,4.66666666666667,4.5,6.55555555555556,59.5,56.7,57.6,57.9333333333333,2.43211111111111,92.1213285185185,37.1,325.257777777778
410,"25","4:1",25,10.5,4.67,4.5,6.55666666666667,59.5,56.7,57.6,57.9333333333333,3.79849555555556,95.9198240740741,57.9333333333333,331.814444444445
411,"25","4:1",26,10.5,4.67,4.5,6.55666666666667,59.5,56.7,57.6,57.9333333333333,3.79849555555556,99.7183196296297,NA,338.371111111111
412,"25","4:1",27,NA,4.33333333333333,4.5,4.41666666666667,50.7,33.7,57.6,47.3333333333333,2.55872222222222,102.277041851852,NA,342.787777777778
413,"25","4:1",28,NA,4.33,4.5,4.415,50.7,33.7,57.6,47.3333333333333,2.08976666666667,104.366808518519,47.3333333333333,347.202777777778
414,"25","4:1",29,NA,4.33,19,11.665,50.7,33.7,76,53.4666666666667,5.52143333333333,109.888241851852,NA,358.867777777778
415,"25","4:1",30,NA,7,19,13,58.3,33.7,76,56,6.95066666666667,116.838908518519,53.4666666666667,371.867777777778
416,"25","4:1",31,NA,7,19,13,58.3,33.7,76,56,7.28,124.118908518519,56,384.867777777778
417,"25","4:1",32,NA,7,13.75,10.375,58.3,70.4,55.3,61.3333333333333,5.81,129.928908518519,NA,395.242777777778
418,"25","4:1",33,NA,7,13.75,10.375,54.3,70.4,55.3,60,6.36333333333333,136.292241851852,61.3333333333333,405.617777777778
419,"25","4:1",34,NA,7,13.75,10.375,54.3,70.4,55.3,60,6.225,142.517241851852,60,415.992777777778
420,"25","4:1",35,NA,18,13.75,15.875,54.3,70.1,55.3,59.9,9.525,152.042241851852,60,431.867777777778
421,"25","3:1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,"25","3:1",2,100,17.5,100,72.5,35.1,NA,2.4,18.75,0,0,0,72.5
423,"25","3:1",3,11.3333333333333,17.5,100,42.9444444444444,35.1,NA,24,29.55,4.60119047619048,4.60119047619048,18.75,115.444444444444
424,"25","3:1",4,11.33,17.5,100,42.9433333333333,35.1,NA,2.4,18.75,7.25128857142857,11.852479047619,29.55,158.387777777778
425,"25","3:1",5,11.3,17.5,8.66666666666667,12.4888888888889,35.1,NA,53.3,44.2,1.33809523809524,13.1905742857143,18.75,170.876666666667
426,"25","3:1",6,23.6666666666667,17.5,8.67,16.6122222222222,45.8,NA,53.3,49.55,4.1957726984127,17.386346984127,44.2,187.488888888889
427,"25","3:1",7,23.6666666666667,17.5,8.67,16.6122222222222,45.8,NA,53.3,49.55,4.70363206349206,22.089979047619,49.55,204.101111111111
428,"25","3:1",8,23.6666666666667,17.5,16,19.0555555555556,45.8,NA,71.3,58.55,5.39544444444444,27.4854234920635,NA,223.156666666667
429,"25","3:1",9,6.66666666666667,3.57142857142857,16,8.74603174603175,41.5,NA,71.3,56.4,2.92617233560091,30.4115958276644,58.55,231.902698412698
430,"25","3:1",10,6.67,3.57142857142857,16,8.74714285714286,41.5,NA,71.3,56.4,2.81907918367347,33.2306750113379,56.4,240.649841269841
431,"25","3:1",11,6.67,3.57142857142857,1,3.74714285714286,41.5,NA,73,57.25,1.2076506122449,34.4383256235828,NA,244.396984126984
432,"25","3:1",12,8.33333333333333,3.57142857142857,1,4.3015873015873,26.8,NA,73,49.9,1.4072335600907,35.8455591836735,57.25,248.698571428571
433,"25","3:1",13,8.33,3.57142857142857,1,4.30047619047619,26.8,NA,73,49.9,1.22625006802721,37.0718092517007,49.9,252.999047619048
434,"25","3:1",14,8.33,3.57142857142857,1,4.30047619047619,26.8,NA,47.2,37,1.22625006802721,38.2980593197279,NA,257.299523809524
435,"25","3:1",15,7,3.57142857142857,1,3.85714285714286,30.6,NA,47.2,38.9,0.815510204081633,39.1135695238095,37,261.156666666667
436,"25","3:1",16,7,3.57142857142857,1,3.85714285714286,30.6,NA,47.2,38.9,0.857387755102041,39.9709572789116,38.9,265.013809523809
437,"25","3:1",17,7,2.33333333333333,2,3.77777777777778,30.6,NA,38.9,34.75,0.839746031746032,40.8107033106576,NA,268.791587301587
438,"25","3:1",18,11.3333333333333,2.33333333333333,2,5.22222222222222,19.9,NA,38.9,29.4,1.03698412698413,41.8476874376417,34.75,274.013809523809
439,"25","3:1",19,11.33,2.33333333333333,2,5.22111111111111,19.9,NA,38.9,29.4,0.877146666666667,42.7248341043084,29.4,279.234920634921
440,"25","3:1",20,11.33,2.33333333333333,2,5.22111111111111,19.9,NA,38.9,29.4,0.877146666666667,43.6019807709751,NA,284.456031746032
441,"25","3:1",21,17.3333333333333,2.33333333333333,2,7.22222222222222,66.5,NA,38.9,52.7,1.21333333333333,44.8153141043084,NA,291.678253968254
442,"25","3:1",22,17.33,2.33333333333333,2,7.22111111111111,66.5,NA,38.9,52.7,2.17458603174603,46.9899001360544,52.7,298.899365079365
443,"25","3:1",23,17.33,1,15,11.11,66.5,NA,61.8,64.15,3.34569714285714,50.3355972789116,NA,310.009365079365
444,"25","3:1",24,68.3333333333333,1,15,28.1111111111111,63.5,NA,61.8,62.65,10.3047301587302,60.6403274376417,64.15,338.120476190476
445,"25","3:1",25,68.33,1,15,28.11,63.5,NA,61.8,62.65,10.06338,70.7037074376417,62.65,366.230476190476
446,"25","3:1",26,68.33,1,1,23.4433333333333,63.5,NA,65.7,64.6,8.39271333333333,79.0964207709751,NA,389.673809523809
447,"25","3:1",27,14.6666666666667,1,1,5.55555555555555,68,NA,65.7,66.85,2.05079365079365,81.1472144217687,64.6,395.229365079365
448,"25","3:1",28,14.67,1,1,5.55666666666667,68,NA,65.7,66.85,2.12264666666667,83.2698610884354,66.85,400.786031746032
449,"25","3:1",29,14.67,NA,1,7.835,68,NA,65.7,66.85,2.99297,86.2628310884354,NA,408.621031746032
450,"25","3:1",30,75,NA,1,38,64.2,NA,65.7,64.95,14.516,100.778831088435,NA,446.621031746032
451,"25","3:1",31,75,NA,1,38,64.2,NA,65.7,64.95,14.1034285714286,114.882259659864,64.95,484.621031746032
452,"25","3:1",32,75,NA,NA,75,64.2,NA,65.7,64.95,27.8357142857143,142.717973945578,NA,559.621031746032
453,"25","3:1",33,70,NA,NA,70,65,NA,65.7,65.35,25.98,168.697973945578,NA,629.621031746032
454,"25","3:1",34,70,NA,NA,70,65,NA,65.7,65.35,26.14,194.837973945578,65.35,699.621031746032
455,"25","3:1",35,70,NA,NA,70,65,NA,NA,65,26.14,220.977973945578,65.35,769.621031746032
456,"25","2:1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,"25","2:1",2,54,85,120,86.3333333333333,5.6,1.5,0.6,2.56666666666667,0,0,0,86.3333333333333
458,"25","2:1",3,1,4,1,2,5.4,9.6,3.8,6.26666666666667,0.684444444444444,0.684444444444444,2.56666666666667,88.3333333333333
459,"25","2:1",4,1,4,1,2,5.4,9.6,3.8,6.26666666666667,1.67111111111111,2.35555555555556,6.26666666666667,90.3333333333333
460,"25","2:1",5,1,4,1,2,5.4,9.6,3.8,6.26666666666667,1.67111111111111,4.02666666666667,NA,92.3333333333333
461,"25","2:1",6,1,4,1,2,4.7,9.6,3.8,6.03333333333333,1.67111111111111,5.69777777777778,NA,94.3333333333333
462,"25","2:1",7,1,4,1,2,4.7,9.6,3.8,6.03333333333333,1.60888888888889,7.30666666666667,6.03333333333333,96.3333333333333
463,"25","2:1",8,1,4,1,2,4.7,9.6,3.8,6.03333333333333,1.60888888888889,8.91555555555556,NA,98.3333333333333
464,"25","2:1",9,1.67,4,1,2.22333333333333,12.6,9.6,3.8,8.66666666666667,1.78854814814815,10.7041037037037,NA,100.556666666667
465,"25","2:1",10,1.67,4,1,2.22333333333333,12.6,9.6,3.8,8.66666666666667,2.56918518518518,13.2732888888889,8.66666666666667,102.78
466,"25","2:1",11,1.67,4,1,2.22333333333333,12.6,9.6,3.8,8.66666666666667,2.56918518518518,15.8424740740741,NA,105.003333333333
467,"25","2:1",12,7.11111111111111,4,3.33,4.8137037037037,13.3,9.6,4.6,9.16666666666667,5.56250205761317,21.4049761316872,NA,109.817037037037
468,"25","2:1",13,7.11111111111111,4,3.33,4.8137037037037,13.3,9.6,4.6,9.16666666666667,5.88341563786008,27.2883917695473,9.16666666666667,114.630740740741
469,"25","2:1",14,7.11111111111111,4,3.33,4.8137037037037,13.3,9.6,4.6,9.16666666666667,5.88341563786008,33.1718074074074,NA,119.444444444444
470,"25","2:1",15,7.11111111111111,4,1.67,4.26037037037037,13.3,9.6,0.8,7.9,5.20711934156378,38.3789267489712,NA,123.704814814815
471,"25","2:1",16,7.11111111111111,4,1.67,4.26037037037037,13.3,9.6,0.8,7.9,4.48759012345679,42.866516872428,7.9,127.965185185185
472,"25","2:1",17,7.11111111111111,4,1.67,4.26037037037037,13.3,9.6,0.8,7.9,4.48759012345679,47.3541069958848,NA,132.225555555556
473,"25","2:1",18,7.11111111111111,4,11.3333333333333,7.48148148148148,13.8,9.6,2.3,8.56666666666667,7.88049382716049,55.2346008230453,NA,139.707037037037
474,"25","2:1",19,7.11111111111111,4,11.33,7.48037037037037,13.8,9.6,2.3,8.56666666666667,8.54424526748971,63.778846090535,8.56666666666667,147.187407407407
475,"25","2:1",20,7.11111111111111,4,11.33,7.48037037037037,13.8,9.6,2.3,8.56666666666667,8.54424526748971,72.3230913580247,NA,154.667777777778
476,"25","2:1",21,4,4,2.33333333333333,3.44444444444444,14.9,9.6,19,14.5,3.93432098765432,76.257412345679,NA,158.112222222222
477,"25","2:1",22,4,4,2.33333333333333,3.44444444444444,14.9,9.6,19,14.5,6.65925925925926,82.9166716049383,14.5,161.556666666667
478,"25","2:1",23,4,4,2.33333333333333,3.44444444444444,14.9,9.6,19,14.5,6.65925925925926,89.5759308641975,NA,165.001111111111
479,"25","2:1",24,2.33,1.67,2.33333333333333,2.11111111111111,14.9,8.5,19,14.1333333333333,4.08148148148148,93.657412345679,NA,167.112222222222
480,"25","2:1",25,2.33,1.67,2.33333333333333,2.11111111111111,14.9,8.5,19,14.1333333333333,3.97827160493827,97.6356839506173,14.1333333333333,169.223333333333
481,"25","2:1",26,2.33,1.67,2.33333333333333,2.11111111111111,14.9,8.5,19,14.1333333333333,3.97827160493827,101.613955555556,NA,171.334444444444
482,"25","2:1",27,2.33,5,2.33333333333333,3.22111111111111,46.4,1.3,19,22.2333333333333,6.07000493827161,107.683960493827,NA,174.555555555556
483,"25","2:1",28,2.33,5,2.33333333333333,3.22111111111111,46.4,1.3,19,22.2333333333333,9.5488049382716,117.232765432099,22.2333333333333,177.776666666667
484,"25","2:1",29,2.33,5,2.33333333333333,3.22111111111111,46.4,1.3,19,22.2333333333333,9.5488049382716,126.78157037037,NA,180.997777777778
485,"25","2:1",30,2.33,1,2.33333333333333,1.88777777777778,46.4,1.1,19,22.1666666666667,5.59621234567901,132.377782716049,NA,182.885555555556
486,"25","2:1",31,2.33,1,2.33333333333333,1.88777777777778,46.4,1.1,19,22.1666666666667,5.57943209876543,137.957214814815,NA,184.773333333333
487,"25","2:1",32,2.33,1,2.33333333333333,1.88777777777778,46.4,1.1,19,22.1666666666667,5.57943209876543,143.53664691358,NA,186.661111111111
488,"25","2:1",33,2.33,1,1,1.44333333333333,46.4,2.1,22.2,23.5666666666667,4.26585185185185,147.802498765432,NA,188.104444444444
489,"25","2:1",34,2.33,1,1,1.44333333333333,46.4,2.1,22.2,23.5666666666667,4.53527407407407,152.337772839506,23.5666666666667,189.547777777778
490,"25","2:1",35,2.33,1,1,1.44333333333333,46.4,2.1,22.2,23.5666666666667,4.53527407407407,156.87304691358,NA,190.991111111111
491,"25","1:1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,"25","1:1",2,240,267,NA,253.5,0.2,1.6,NA,0.9,0,0,0,253.5
493,"25","1:1",3,3.83333333333333,14,NA,8.91666666666667,0.1,8.4,NA,4.25,0.200625,0.200625,0.9,262.416666666667
494,"25","1:1",4,3.83333333333333,14,NA,8.91666666666667,0.1,8.4,NA,4.25,0.947395833333333,1.14802083333333,4.25,271.333333333333
495,"25","1:1",5,3.83333333333333,14,NA,8.91666666666667,0.1,8.4,NA,4.25,0.947395833333333,2.09541666666667,NA,280.25
496,"25","1:1",6,3.83333333333333,4,NA,3.91666666666667,4,1,NA,2.5,0.416145833333333,2.5115625,NA,284.166666666667
497,"25","1:1",7,3.83333333333333,4,NA,3.91666666666667,4,1,NA,2.5,0.244791666666667,2.75635416666667,2.5,288.083333333333
498,"25","1:1",8,3.83333333333333,4,NA,3.91666666666667,4,1,NA,2.5,0.244791666666667,3.00114583333333,NA,292
499,"25","1:1",9,10.6666666666667,11,NA,10.8333333333333,1.3,0.6,NA,0.95,0.677083333333333,3.67822916666667,NA,302.833333333333
500,"25","1:1",10,10.6,11,NA,10.8,1.3,0.6,NA,0.95,0.2565,3.93472916666667,0.95,313.633333333333
501,"25","1:1",11,10.7,11,NA,10.85,1.3,0.6,NA,0.95,0.2576875,4.19241666666667,NA,324.483333333333
502,"25","1:1",12,16.3333333333333,26.6666666666667,NA,21.5,4.3,29,NA,16.65,0.510625,4.70304166666667,NA,345.983333333333
503,"25","1:1",13,16.33,26.67,NA,21.5,4.3,29,NA,16.65,8.949375,13.6524166666667,16.65,367.483333333333
504,"25","1:1",14,16.33,26.67,NA,21.5,4.3,29,NA,16.65,8.949375,22.6017916666667,NA,388.983333333333
505,"25","1:1",15,11.6666666666667,2.88888888888889,NA,7.27777777777778,4.7,15,NA,9.85,3.029375,25.6311666666667,NA,396.261111111111
506,"25","1:1",16,11.67,2.88888888888889,NA,7.27944444444444,4.7,15,NA,9.85,1.79256319444444,27.4237298611111,9.85,403.540555555556
507,"25","1:1",17,11.67,2.88888888888889,NA,7.27944444444444,4.7,15,NA,9.85,1.79256319444444,29.2162930555556,NA,410.82
508,"25","1:1",18,34,2.88888888888889,NA,18.4444444444444,11.8,15,NA,13.4,4.54194444444444,33.7582375,NA,429.264444444445
509,"25","1:1",19,34,2.88888888888889,NA,18.4444444444444,11.8,15,NA,13.4,6.17888888888889,39.9371263888889,13.4,447.708888888889
510,"25","1:1",20,34,2.88888888888889,NA,18.4444444444444,11.8,15,NA,13.4,6.17888888888889,46.1160152777778,NA,466.153333333333
511,"25","1:1",21,13.6666666666667,2.88888888888889,NA,8.27777777777778,17.1,15,NA,16.05,2.77305555555556,48.8890708333333,NA,474.431111111111
512,"25","1:1",22,13.67,2.88888888888889,NA,8.27944444444444,17.1,15,NA,16.05,3.32212708333333,52.2111979166667,16.05,482.710555555556
513,"25","1:1",23,13.67,2.88888888888889,NA,8.27944444444444,17.1,15,NA,16.05,3.32212708333333,55.533325,NA,490.99
514,"25","1:1",24,17,4,NA,10.5,33.1,43.7,NA,38.4,4.213125,59.74645,NA,501.49
515,"25","1:1",25,17,4,NA,10.5,33.1,43.7,NA,38.4,10.08,69.82645,38.4,511.99
516,"25","1:1",26,17,4,NA,10.5,33.1,43.7,NA,38.4,10.08,79.90645,NA,522.49
517,"25","1:1",27,12.6666666666667,1.67,NA,7.16833333333333,31.4,42.1,NA,36.75,6.8816,86.78805,NA,529.658333333333
518,"25","1:1",28,12.67,1.67,NA,7.17,31.4,42.1,NA,36.75,6.5874375,93.3754875,36.75,536.828333333333
519,"25","1:1",29,12.67,1.67,NA,7.17,31.4,42.1,NA,36.75,6.5874375,99.962925,NA,543.998333333333
520,"25","1:1",30,13.6666666666667,5,NA,9.33333333333333,26.4,22.3,NA,24.35,8.575,108.537925,NA,553.331666666667
521,"25","1:1",31,13.67,5,NA,9.335,26.3,22.3,NA,24.3,5.68268125,114.22060625,24.35,562.666666666667
522,"25","1:1",32,13.67,5,NA,9.335,NA,22.3,NA,22.3,5.6710125,119.89161875,24.3,572.001666666667
523,"25","1:1",33,10.6666666666667,5,NA,7.83333333333333,NA,44.1,NA,44.1,4.36708333333333,124.258702083333,22.3,579.835
524,"25","1:1",34,10.67,5,NA,7.835,NA,44.1,NA,44.1,8.6380875,132.896789583333,NA,587.67
525,"25","1:1",35,10.67,5,NA,7.835,NA,44.1,NA,44.1,8.6380875,141.534877083333,44.1,595.505
526,"35","Pure Grass",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,"35","Pure Grass",2,48.67,20,13.6666666666667,27.4455555555556,7.9,2.2,1.2,3.76666666666667,0,0,0,27.4455555555556
528,"35","Pure Grass",3,48.6666666666667,20,13.67,27.4455555555556,7.9,2.2,1.2,3.76666666666667,1.03378259259259,1.03378259259259,3.76666666666667,54.8911111111111
529,"35","Pure Grass",4,48.67,20,13.67,27.4466666666667,7.9,2.2,1.2,3.76666666666667,1.03382444444444,2.06760703703704,NA,82.3377777777778
530,"35","Pure Grass",5,20,18.3333333333333,10.33,16.2211111111111,62,74.3,37.4,57.9,0.610995185185185,2.67860222222222,NA,98.5588888888889
531,"35","Pure Grass",6,20,18.33,10.3,16.21,62,74.3,37.4,57.9,9.38559,12.0641922222222,57.9,114.768888888889
532,"35","Pure Grass",7,20,18.33,10.33,16.22,62,74.3,37.4,57.9,9.39138,21.4555722222222,NA,130.988888888889
533,"35","Pure Grass",8,7.67,18.6666666666667,15,13.7788888888889,56.9,41.7,42.4,47,7.97797666666667,29.4335488888889,NA,144.767777777778
534,"35","Pure Grass",9,7.67,18.67,15,13.78,56.9,41.7,42.4,47,6.4766,35.9101488888889,47,158.547777777778
535,"35","Pure Grass",10,7.67,18.67,15,13.78,56.9,41.7,42.4,47,6.4766,42.3867488888889,NA,172.327777777778
536,"35","Pure Grass",11,4,35,17,18.6666666666667,8.7,4.1,19.3,10.7,8.77333333333333,51.1600822222222,NA,190.994444444444
537,"35","Pure Grass",12,4,35,17,18.6666666666667,8.7,4.1,19.3,10.7,1.99733333333333,53.1574155555556,10.7,209.661111111111
538,"35","Pure Grass",13,4,35,17,18.6666666666667,8.7,4.1,19.3,10.7,1.99733333333333,55.1547488888889,NA,228.327777777778
539,"35","Pure Grass",14,9.33333333333333,36.6666666666667,14.6666666666667,20.2222222222222,32.6,52.1,6.2,30.3,2.16377777777778,57.3185266666667,NA,248.55
540,"35","Pure Grass",15,9.33,36.67,14.68,20.2266666666667,32.6,52.1,6.2,30.3,6.12868,63.4472066666667,30.3,268.776666666667
541,"35","Pure Grass",16,9.33,36.67,14.67,20.2233333333333,32.6,52.1,6.2,30.3,6.12767,69.5748766666667,NA,289
542,"35","Pure Grass",17,7.33,42,13.3333333333333,20.8877777777778,10.1,39.1,7.6,18.9333333333333,6.32899666666667,75.9038733333333,NA,309.887777777778
543,"35","Pure Grass",18,7.33,42,13.33,20.8866666666667,10.1,39.1,7.6,18.9333333333333,3.95454222222222,79.8584155555556,NA,330.774444444444
544,"35","Pure Grass",19,7.33,42,13.33,20.8866666666667,10.1,39.1,7.6,18.9333333333333,3.95454222222222,83.8129577777778,18.9333333333333,351.661111111111
545,"35","Pure Grass",20,9,35,10,18,6.1,7.4,23.4,12.3,3.408,87.2209577777778,NA,369.661111111111
